ID,score
0,22.811697
1,47.509087
2,83.13223
3,60.34413
4,48.124973
5,36.796154
6,47.70226
7,55.676083
8,48.59774
9,32.561016
10,51.11979
11,54.319855
12,30.468283
13,51.538197
14,30.573431
15,48.569477
16,45.80575
17,38.73246
18,50.544296
19,39.472923
20,32.460117
21,37.544277
22,52.35552
23,30.289883
24,47.450607
25,28.125147
26,42.15884
27,39.85508
28,54.579746
29,49.010857
30,38.412697
31,34.972713
32,64.35815
33,41.253174
34,45.22272
35,37.147106
36,32.835407
37,34.563168
38,48.662945
39,39.40951
40,43.978024
41,46.25912
42,26.736507
43,61.844364
44,52.751328
45,46.793713
46,40.792107
47,42.14422
48,31.90051
49,30.565168
50,49.887653
51,50.121307
52,53.413723
53,25.864002
54,27.75783
55,53.522446
56,49.61173
57,44.24702
58,45.89406
59,32.326794
60,47.826523
61,32.901867
62,36.812225
63,43.516186
64,44.839268
65,47.338318
66,39.198658
67,36.364124
68,51.510944
69,51.510506
70,40.324593
71,46.676895
72,69.559105
73,36.91753
74,31.05897
75,42.57581
76,41.43438
77,56.81206
78,53.93848
79,41.945297
80,38.20886
81,43.205112
82,63.307816
83,51.867332
84,39.34962
85,57.723305
86,34.62583
87,53.158268
88,47.876556
89,41.24939
90,30.265076
91,54.281574
92,19.55737
93,33.45686
94,28.537462
95,44.478165
96,49.150352
97,41.111042
98,33.478596
99,55.708828
100,67.547134
101,43.569347
102,42.089474
103,42.005096
104,43.919453
105,47.16485
106,42.22515
107,35.284016
108,42.761536
109,34.53096
110,26.840542
111,36.494064
112,44.525764
113,42.217033
114,44.37104
115,34.454525
116,35.276375
117,48.524075
118,36.58897
119,39.448643
120,37.539448
121,48.573475
122,42.40375
123,36.4157
124,45.194412
125,56.001728
126,61.70288
127,38.13643
128,32.70023
129,36.69607
130,37.646946
131,47.34109
132,49.255463
133,40.988216
134,32.161343
135,44.60787
136,52.536694
137,45.018467
138,42.95205
139,38.983315
140,52.36008
141,44.146503
142,43.89718
143,45.404514
144,39.028393
145,33.98145
146,51.81541
147,38.56729
148,31.629305
149,49.429874
150,48.060413
151,46.575275
152,34.32515
153,35.078033
154,38.231884
155,33.84975
156,34.764584
157,31.981073
158,43.298603
159,35.212494
160,33.583984
161,44.87192
162,35.793903
163,43.203983
164,59.812897
165,46.853504
166,41.625343
167,44.69447
168,28.483011
169,40.614605
170,29.329264
171,33.551174
172,52.39716
173,60.795765
174,46.025417
175,61.889397
176,38.519753
177,38.293526
178,33.019882
179,37.589596
180,48.951054
181,46.71457
182,35.21103
183,42.95229
184,59.86786
185,35.829597
186,33.887352
187,65.600784
188,41.474007
189,30.29309
190,64.15463
191,38.218685
192,60.36168
193,36.260006
194,59.877953
195,40.274696
196,35.339897
197,34.11117
198,40.327408
199,45.450356
200,56.436443
201,53.415306
202,43.68487
203,73.322395
204,50.955135
205,34.843285
206,46.088367
207,37.104603
208,50.271614
209,37.54515
210,60.37313
211,46.471645
212,53.212337
213,46.212933
214,40.291466
215,42.88564
216,34.152695
217,32.73994
218,48.45301
219,35.455734
220,32.778496
221,55.468586
222,43.85081
223,68.23241
224,57.829124
225,54.168602
226,52.962704
227,46.26129
228,52.310238
229,54.54291
230,61.377876
231,35.023773
232,59.77997
233,60.87561
234,34.643604
235,40.171017
236,40.062824
237,44.46744
238,50.89884
239,39.609653
240,29.187128
241,45.96279
242,38.445633
243,44.54359
244,77.622185
245,37.76215
246,47.89929
247,48.6267
248,40.45755
249,30.829134
250,59.440674
251,49.75401
252,47.39246
253,35.44628
254,30.3844
255,47.404804
256,50.04675
257,38.172077
258,52.818172
259,30.277874
260,26.645378
261,42.3999
262,49.594646
263,55.53871
264,49.29057
265,29.615551
266,49.75727
267,42.90696
268,45.17605
269,30.391073
270,42.850433
271,42.183563
272,30.998737
273,24.649763
274,54.57404
275,41.877327
276,43.600235
277,44.881004
278,49.029747
279,38.99626
280,48.10195
281,56.029938
282,47.262253
283,31.403654
284,39.724037
285,43.723045
286,47.690453
287,36.196594
288,40.92016
289,34.808033
290,45.325043
291,54.414062
292,67.208206
293,41.33058
294,44.3878
295,62.748703
296,59.400864
297,52.053867
298,54.59133
299,33.100033
300,53.924767
301,37.99791
302,52.186066
303,60.089317
304,33.55814
305,50.394558
306,43.320168
307,39.24934
308,27.739853
309,45.47478
310,29.613184
311,48.521667
312,49.233612
313,35.24837
314,35.398582
315,34.03216
316,54.188396
317,61.034813
318,52.825977
319,44.518875
320,42.482925
321,50.595062
322,40.58814
323,38.34715
324,53.62047
325,61.87571
326,53.714546
327,48.35759
328,53.901066
329,36.77586
330,41.1786
331,41.66646
332,49.940456
333,44.005394
334,34.677334
335,21.49831
336,29.713009
337,36.01799
338,37.815094
339,52.27976
340,30.340454
341,54.823917
342,38.640125
343,55.470894
344,35.379803
345,44.999214
346,42.62068
347,35.749203
348,41.056454
349,47.6208
350,35.953156
351,46.47562
352,37.724052
353,43.44274
354,32.56301
355,36.645042
356,41.01843
357,49.983112
358,36.434235
359,33.349606
360,28.294373
361,36.23366
362,33.37789
363,43.18465
364,47.60156
365,43.992317
366,47.836224
367,71.76268
368,39.95699
369,29.207563
370,43.56163
371,44.90001
372,35.170513
373,61.066216
374,40.75369
375,63.473904
376,39.73956
377,31.271307
378,61.199085
379,42.325436
380,32.100063
381,41.25912
382,43.895786
383,33.16079
384,70.99655
385,45.1056
386,42.15254
387,38.13624
388,53.66
389,38.75413
390,39.15728
391,52.99659
392,31.667233
393,44.67815
394,37.320168
395,51.3599
396,50.207855
397,42.95454
398,34.494
399,38.988308
400,41.813828
401,52.477386
402,38.88487
403,44.01702
404,51.619305
405,45.25381
406,70.87685
407,57.913902
408,36.331146
409,43.585243
410,50.548023
411,30.473606
412,45.151253
413,24.001415
414,46.709805
415,30.812403
416,34.185932
417,39.122463
