ID,score
0,18.554909
1,30.22143
2,36.40565
3,37.749905
4,30.54064
5,27.948673
6,28.03566
7,43.474247
8,24.396515
9,23.305868
10,39.086597
11,39.096558
12,21.769405
13,36.046833
14,21.626213
15,31.839195
16,28.870798
17,28.692377
18,40.165623
19,24.195017
20,22.053234
21,26.565863
22,37.656746
23,21.912863
24,35.4752
25,19.57224
26,30.865606
27,31.152311
28,30.189081
29,22.851028
30,25.413572
31,21.494781
32,33.052513
33,25.681253
34,30.858643
35,26.217115
36,23.234446
37,26.928823
38,27.49248
39,27.67047
40,31.209929
41,30.761011
42,18.303633
43,43.79424
44,39.053688
45,35.185684
46,25.435625
47,29.27205
48,22.704857
49,21.042017
50,33.417103
51,34.651398
52,32.499447
53,19.248995
54,23.091345
55,25.5263
56,38.322083
57,32.21729
58,27.672455
59,25.157228
60,26.738295
61,20.615171
62,22.873535
63,25.449425
64,31.470358
65,34.520786
66,28.046734
67,23.34944
68,36.243965
69,44.345146
70,32.62122
71,33.08786
72,34.30469
73,18.863556
74,20.47497
75,35.004383
76,30.596529
77,33.671986
78,37.28888
79,30.152624
80,27.640697
81,29.62436
82,48.679222
83,37.149746
84,26.01003
85,46.044273
86,29.380987
87,33.524456
88,33.093143
89,29.061882
90,20.531078
91,42.60148
92,13.113988
93,25.80772
94,20.918375
95,28.332998
96,37.293465
97,25.687504
98,25.260872
99,37.224033
100,39.97327
101,37.692204
102,25.0029
103,27.582638
104,30.181768
105,26.522507
106,27.602058
107,28.977684
108,34.886894
109,21.13931
110,21.122646
111,21.691658
112,28.243616
113,22.549307
114,32.422802
115,22.212301
116,22.349712
117,34.425774
118,29.012539
119,29.982992
120,24.97943
121,36.31579
122,35.52562
123,18.70959
124,34.676548
125,35.26837
126,41.272606
127,26.808605
128,24.637419
129,21.764893
130,26.686077
131,33.25463
132,33.428642
133,24.876953
134,19.9781
135,33.28016
136,38.117897
137,27.483566
138,21.178226
139,35.207996
140,36.29933
141,29.40063
142,35.268166
143,27.467636
144,27.922775
145,18.237158
146,31.955708
147,22.02433
148,21.9455
149,40.27747
150,26.94211
151,30.459238
152,23.028578
153,23.357803
154,24.18212
155,21.231953
156,20.071213
157,22.307236
158,27.552708
159,24.999018
160,26.345001
161,26.688728
162,29.675856
163,20.178818
164,42.237053
165,29.871674
166,33.26666
167,33.139687
168,22.087269
169,35.160454
170,18.556787
171,24.814154
172,25.924162
173,34.67822
174,35.864304
175,39.062668
176,29.971037
177,28.245712
178,18.357386
179,25.590494
180,34.66728
181,37.129547
182,22.455654
183,25.237425
184,44.248333
185,25.582958
186,24.950764
187,31.381285
188,23.861887
189,22.738716
190,41.02804
191,30.491062
192,31.34441
193,25.910929
194,41.924515
195,28.442959
196,24.69033
197,25.80761
198,27.78704
199,34.18334
200,41.297077
201,32.6076
202,25.69553
203,55.783173
204,35.08471
205,20.160995
206,24.926628
207,25.679544
208,29.9291
209,24.52741
210,41.717205
211,29.380386
212,33.313053
213,35.174526
214,29.738546
215,32.79219
216,21.803192
217,22.710608
218,23.760014
219,25.458174
220,22.522078
221,28.249767
222,30.115587
223,43.44082
224,43.22005
225,28.915903
226,40.85535
227,24.623505
228,36.013016
229,34.73783
230,42.268547
231,29.717989
232,39.40797
233,38.210968
234,25.718529
235,33.824036
236,22.886007
237,27.22867
238,33.376366
239,31.091442
240,22.663712
241,33.38964
242,23.198395
243,29.443571
244,41.6489
245,22.873043
246,33.122902
247,31.052563
248,25.410242
249,26.093245
250,28.399765
251,28.490925
252,29.779484
253,22.58114
254,22.23506
255,32.11392
256,20.722511
257,22.673185
258,36.773533
259,20.92331
260,18.576836
261,27.358727
262,39.080585
263,39.244556
264,29.979528
265,20.694828
266,32.20863
267,30.58031
268,28.632782
269,20.464272
270,30.124454
271,35.41964
272,22.86749
273,18.548843
274,31.037773
275,29.515753
276,31.700981
277,35.790535
278,34.058456
279,30.17528
280,26.775496
281,37.88607
282,30.805246
283,20.25513
284,25.692663
285,32.58996
286,30.33314
287,25.064331
288,30.562044
289,24.910063
290,20.970503
291,34.50084
292,43.934296
293,32.172215
294,32.09287
295,34.37024
296,39.508793
297,33.069397
298,32.201065
299,24.49471
300,39.21973
301,24.631622
