ID,score
0,18.600225
1,29.489641
2,33.889206
3,38.07652
4,29.403042
5,27.92875
6,27.953386
7,43.06571
8,25.533136
9,21.792175
10,37.683926
11,36.023067
12,19.53511
13,36.89449
14,20.839567
15,31.998037
16,29.738014
17,22.006054
18,38.74823
19,24.803179
20,20.622892
21,26.670338
22,34.98469
23,19.98582
24,32.53604
25,17.898779
26,28.432482
27,27.618135
28,30.40426
29,21.96031
30,24.082514
31,20.102407
32,35.146572
33,23.66513
34,29.988716
35,25.83202
36,22.6345
37,25.574917
38,25.53843
39,26.433584
40,31.058252
41,28.757318
42,18.331282
43,42.649364
44,38.840492
45,35.25338
46,22.842995
47,29.062414
48,20.97672
49,20.963474
50,31.89323
51,34.552593
52,29.971308
53,16.640856
54,21.83424
55,24.078028
56,36.356415
57,31.510126
58,27.21195
59,22.6632
60,24.745989
61,20.35682
62,21.628372
63,24.963594
64,30.062757
65,33.43366
66,24.585249
67,21.864292
68,34.2573
69,43.692024
70,28.752895
71,31.795599
72,36.706383
73,16.326155
74,19.901232
75,34.854122
76,29.679579
77,34.940075
78,35.164593
79,27.728697
80,26.59024
81,28.623001
82,45.651245
83,35.53131
84,23.377811
85,46.37335
86,27.62288
87,32.688305
88,32.41724
89,27.891857
90,19.461983
91,40.16184
92,12.146564
93,25.45627
94,19.587175
95,28.683084
96,36.22568
97,23.63998
98,24.92918
99,33.867336
100,39.420902
101,34.324444
102,23.182407
103,27.674902
104,27.251358
105,25.947193
106,26.689863
107,27.615444
108,34.491005
109,20.897665
110,19.864721
111,18.890324
112,27.830763
113,22.064169
114,29.530258
115,22.235458
116,21.051481
117,32.86894
118,25.421116
119,28.561651
120,23.689342
121,35.560295
122,33.006527
123,18.939219
124,32.48649
125,32.908745
126,41.324642
127,26.443388
128,22.362633
129,19.911264
130,24.450268
131,29.54469
132,33.509663
133,23.773333
134,21.030727
135,33.104046
136,37.931232
137,27.014616
138,19.898441
139,33.21209
140,35.84163
141,28.409077
142,32.8113
143,23.641483
144,27.308855
145,16.70717
146,29.653028
147,21.46575
148,20.952583
149,40.47926
150,25.112911
151,30.650639
152,20.9884
153,21.317244
154,23.378485
155,21.518982
156,19.907871
157,21.58558
158,24.83876
159,22.910337
160,25.323477
161,24.879206
162,29.04402
163,18.783062
164,41.33222
165,31.633259
166,31.291397
167,33.240707
168,20.219011
169,31.492476
170,17.635878
171,23.428421
172,22.922777
173,35.30506
174,33.176865
175,38.81965
176,28.42302
177,26.777115
178,16.550505
179,24.781696
180,34.466618
181,32.031128
182,23.414202
183,23.528805
184,41.55529
185,24.579628
186,23.612904
187,31.076382
188,22.293192
189,21.931871
190,41.553127
191,26.004019
192,31.652557
193,23.659609
194,41.850143
195,24.461199
196,23.570177
197,21.951965
198,26.0096
199,33.703476
200,38.088215
201,31.693077
202,22.036827
203,56.50759
204,36.522087
205,18.077518
206,22.257914
207,24.82471
208,28.267157
209,22.073004
210,38.63235
211,26.243551
212,34.051765
213,34.75366
214,29.154446
215,29.822443
216,20.773993
217,21.844496
218,22.864277
219,22.30274
220,22.292059
221,24.09606
222,28.025715
223,39.274628
224,40.058655
225,27.756355
226,39.603786
227,25.184818
228,36.10098
229,31.329805
230,38.912655
231,28.373516
232,39.083355
233,39.36332
234,25.000381
235,32.9869
236,20.163837
237,26.449287
238,32.370625
239,28.910402
240,22.16358
241,31.37245
242,22.36681
243,28.186325
244,41.557693
245,21.725573
246,31.591377
247,31.832823
248,23.803963
249,23.743176
