ID,score
0,4.7114973
1,6.4572954
2,5.299351
3,5.77721
4,7.603784
5,10.45219
6,5.594177
7,8.458765
8,5.2269125
9,5.620927
10,7.604347
11,8.788227
12,5.394313
13,8.4280815
14,5.2835374
15,7.2925386
16,4.93049
17,7.5360694
18,13.8614
19,6.0997305
20,5.7537675
21,5.227554
22,6.577505
23,4.5163503
24,10.38182
25,4.8834596
26,7.545553
27,5.1188655
28,4.824758
29,6.49724
30,7.701501
31,5.291644
32,5.842484
33,5.5611815
34,6.2111917
35,5.235447
36,7.075328
37,6.191473
38,4.245623
39,6.5651555
40,11.205498
41,6.821749
42,5.8858404
43,7.6426296
44,10.360937
45,6.9354076
46,5.7529845
47,8.330208
48,5.9127293
49,4.4402905
50,8.595961
51,9.379512
52,5.4009013
53,5.09766
54,6.46879
55,5.648741
56,7.853931
57,4.517986
58,5.2397604
59,5.260505
60,6.844546
61,4.6434913
62,6.114385
63,4.098386
64,6.6575317
65,9.773316
66,6.702755
67,5.3161335
68,6.1717086
69,8.685104
70,7.335552
71,10.4248705
72,4.990166
73,4.210071
74,5.974302
75,7.394885
76,6.9592175
77,5.5819874
78,11.488679
79,7.0287356
80,8.239186
81,6.094713
82,9.128188
83,10.202193
84,5.561848
85,12.454805
86,5.132358
87,7.855007
88,6.5033064
89,7.1016035
90,4.0034966
91,8.242868
92,3.0982184
93,6.2799172
94,6.4167027
95,6.067495
96,7.2134123
97,6.3910637
98,5.804606
99,6.5369487
100,9.06379
101,5.8138866
102,6.9013042
103,6.477303
104,6.566605
105,5.6910505
106,8.451536
107,6.446209
108,8.1724205
109,5.075768
110,5.5917625
111,5.302759
112,6.0040503
113,6.940869
114,8.914713
115,4.569164
116,4.836568
117,7.345897
118,6.470475
119,7.758883
120,5.1362705
121,6.3880615
122,7.3488817
123,5.501617
124,6.717173
125,8.031378
126,9.460324
127,7.036624
128,6.572798
129,4.4914713
130,4.764724
131,7.288613
132,8.02315
133,5.4562736
134,4.6775866
135,11.094991
136,6.382523
137,5.68863
138,4.7512383
139,8.1352005
140,6.2498226
141,7.106151
142,7.7205677
143,5.551112
144,7.902324
145,3.6538725
146,7.0003667
147,4.871981
148,5.470618
149,9.653072
150,7.988906
151,7.181439
152,5.6473937
153,4.5713015
154,5.774381
155,7.5068974
156,6.1767774
157,6.053837
158,6.296191
159,4.9914794
160,6.428609
