ID,score
0,27.006756
1,47.153603
2,78.69586
3,59.454792
4,48.61314
5,38.01253
6,49.305717
7,57.00912
8,53.160683
9,32.86604
10,50.103287
11,52.81052
12,29.79066
13,51.69622
14,29.867992
15,48.577374
16,42.623215
17,39.36584
18,50.02659
19,41.10392
20,32.550816
21,38.837746
22,52.105087
23,32.615772
24,54.042377
25,27.212105
26,42.57439
27,41.22408
28,57.13032
29,47.473377
30,37.362106
31,43.697132
32,69.81262
33,42.240475
34,57.2612
35,35.7802
36,32.13087
37,34.8494
38,48.58816
39,39.503696
40,42.07338
41,47.146366
42,27.654037
43,61.95289
44,49.513992
45,49.787426
46,35.30925
47,39.34208
48,31.8449
49,30.026245
50,52.80798
51,47.651318
52,52.844135
53,27.674046
54,26.710934
55,50.91477
56,63.040813
57,43.210636
58,45.028492
59,35.40245
60,47.768383
61,33.79838
62,36.62763
63,41.319313
64,43.785526
65,47.410454
66,39.438175
67,38.48877
68,52.06186
69,51.673573
70,41.147827
71,41.50977
72,69.58637
73,42.149555
74,28.086412
75,42.196476
76,41.51264
77,52.365047
78,52.40101
79,42.46177
80,38.013348
81,45.220543
82,63.225445
83,50.334793
84,39.65383
85,57.487183
86,37.383926
87,53.90497
88,46.95534
89,47.067974
90,27.286598
91,61.79307
92,20.092628
93,33.11675
94,28.202568
95,42.77385
96,48.824898
97,40.837105
98,36.319443
99,54.149635
100,63.729794
101,45.45929
102,42.943863
103,40.217663
104,44.01402
105,47.89241
106,38.575268
107,35.229126
108,43.555252
109,34.29936
110,25.653332
111,37.693123
112,42.103638
113,38.158646
114,43.672348
115,34.229336
116,31.238907
117,48.35494
118,37.835686
119,37.24758
120,40.79327
121,50.949245
122,42.668045
123,33.40512
124,51.65665
125,61.598125
126,60.951626
127,38.98249
128,36.142128
129,35.761322
130,43.512783
131,46.127148
132,50.07459
133,42.85195
134,33.236423
135,43.19315
136,49.24464
137,53.563435
138,29.972593
139,40.42587
140,49.989983
141,42.662796
142,44.822075
143,49.595837
144,38.878723
145,31.085884
146,53.87926
147,38.991146
148,40.916313
149,48.49531
150,48.63357
151,50.41236
152,31.421387
153,34.778194
154,38.49924
155,35.952003
156,29.281717
157,31.258127
158,44.883198
159,44.266407
160,33.615475
161,54.13513
162,36.610985
163,42.632263
164,58.41012
165,44.754345
166,41.098434
167,44.046825
168,26.323427
169,43.032078
170,29.591843
171,31.95047
172,48.071247
173,55.861732
174,44.101887
175,57.874397
176,48.736572
177,37.18969
178,42.839817
179,40.128708
180,53.839344
181,47.574574
182,38.086483
183,44.891994
184,58.793354
185,34.51298
186,34.2134
187,60.494396
188,46.162025
189,31.033222
190,63.55908
191,38.732643
192,53.57398
193,43.40923
194,58.2777
195,37.325684
196,37.817577
197,35.728504
198,40.824768
199,47.413776
200,56.31448
201,52.1495
202,45.55434
203,73.204414
204,57.23248
205,33.38589
206,47.684742
207,43.004856
208,46.86222
209,42.089844
210,60.62741
211,51.90587
212,53.538433
213,49.88672
214,43.071503
215,41.647366
216,30.814535
217,33.33909
218,47.272423
219,35.117973
220,33.72075
221,50.021866
222,41.73736
223,67.88921
224,57.808273
225,56.70658
226,52.688972
227,55.59952
228,53.133602
229,59.465214
230,60.881653
231,38.92749
232,54.83852
233,59.747955
234,37.37221
235,42.603638
236,39.977818
237,48.46715
238,49.426914
239,37.850567
240,31.661201
241,42.989464
242,40.662468
243,46.55481
